2025-02-03 15:22:24.738 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-03 15:22:45.751 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was weird.', 'author': 'Charlie'}
2025-02-03 15:22:46.052 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just loved a trick! It was weird.', 'author': 'Charlie'}
2025-02-03 15:22:46.052 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-03 15:22:46.053 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 2, 'Charlie': 2, 'Bob': 1}
2025-02-03 15:22:46.101 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just loved a trick! It was weird.", "author": "Charlie"}

2025-02-03 15:22:48.753 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was exciting.', 'author': 'Alice'}
2025-02-03 15:22:49.107 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just tried a movie! It was exciting.', 'author': 'Alice'}
2025-02-03 15:22:49.107 | INFO     | __main__:process_message:121 - Message received from author: Alice
2025-02-03 15:22:49.107 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 3, 'Charlie': 2, 'Bob': 1}
2025-02-03 15:22:49.175 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just tried a movie! It was exciting.", "author": "Alice"}

2025-02-03 15:22:51.756 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was funny.', 'author': 'Eve'}
2025-02-03 15:22:52.181 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found a trick! It was funny.', 'author': 'Eve'}
2025-02-03 15:22:52.181 | INFO     | __main__:process_message:121 - Message received from author: Eve
2025-02-03 15:22:52.182 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 3, 'Charlie': 2, 'Bob': 1, 'Eve': 1}
2025-02-03 15:22:52.257 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found a trick! It was funny.", "author": "Eve"}

2025-02-03 15:22:54.757 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was weird.', 'author': 'Bob'}
2025-02-03 15:22:54.762 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a movie! It was weird.', 'author': 'Bob'}
2025-02-03 15:22:54.763 | INFO     | __main__:process_message:121 - Message received from author: Bob
2025-02-03 15:22:54.763 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 3, 'Charlie': 2, 'Bob': 2, 'Eve': 1}
2025-02-03 15:22:54.819 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a movie! It was weird.", "author": "Bob"}

2025-02-03 15:22:57.759 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was weird.', 'author': 'Charlie'}
2025-02-03 15:22:57.826 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just shared a trick! It was weird.', 'author': 'Charlie'}
2025-02-03 15:22:57.826 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-03 15:22:57.827 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 3, 'Charlie': 3, 'Bob': 2, 'Eve': 1}
2025-02-03 15:22:57.875 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just shared a trick! It was weird.", "author": "Charlie"}

2025-02-03 15:23:00.760 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was weird.', 'author': 'Eve'}
2025-02-03 15:23:00.881 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found a meme! It was weird.', 'author': 'Eve'}
2025-02-03 15:23:00.881 | INFO     | __main__:process_message:121 - Message received from author: Eve
2025-02-03 15:23:00.881 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 3, 'Charlie': 3, 'Bob': 2, 'Eve': 2}
2025-02-03 15:23:00.948 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found a meme! It was weird.", "author": "Eve"}

2025-02-03 15:23:03.761 | INFO     | __main__:main:134 - {'message': 'I just found an app! It was exciting.', 'author': 'Bob'}
2025-02-03 15:23:03.954 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found an app! It was exciting.', 'author': 'Bob'}
2025-02-03 15:23:03.955 | INFO     | __main__:process_message:121 - Message received from author: Bob
2025-02-03 15:23:03.955 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 3, 'Charlie': 3, 'Bob': 3, 'Eve': 2}
2025-02-03 15:23:04.006 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found an app! It was exciting.", "author": "Bob"}

2025-02-03 15:23:06.762 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was amazing.', 'author': 'Alice'}
2025-02-03 15:23:07.013 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a movie! It was amazing.', 'author': 'Alice'}
2025-02-03 15:23:07.014 | INFO     | __main__:process_message:121 - Message received from author: Alice
2025-02-03 15:23:07.014 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 4, 'Charlie': 3, 'Bob': 3, 'Eve': 2}
2025-02-03 15:23:07.101 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a movie! It was amazing.", "author": "Alice"}

2025-02-03 15:23:09.764 | INFO     | __main__:main:134 - {'message': 'I just saw a trick! It was exciting.', 'author': 'Bob'}
2025-02-03 15:23:10.108 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a trick! It was exciting.', 'author': 'Bob'}
2025-02-03 15:23:10.110 | INFO     | __main__:process_message:121 - Message received from author: Bob
2025-02-03 15:23:10.110 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 4, 'Charlie': 3, 'Bob': 4, 'Eve': 2}
2025-02-03 15:23:10.163 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a trick! It was exciting.", "author": "Bob"}

2025-02-03 15:23:12.766 | INFO     | __main__:main:134 - {'message': 'I just found an app! It was weird.', 'author': 'Alice'}
2025-02-03 15:23:13.170 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found an app! It was weird.', 'author': 'Alice'}
2025-02-03 15:23:13.170 | INFO     | __main__:process_message:121 - Message received from author: Alice
2025-02-03 15:23:13.171 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 5, 'Charlie': 3, 'Bob': 4, 'Eve': 2}
2025-02-03 15:23:13.215 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found an app! It was weird.", "author": "Alice"}

2025-02-03 15:23:15.767 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was boring.', 'author': 'Alice'}
2025-02-03 15:23:16.222 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a movie! It was boring.', 'author': 'Alice'}
2025-02-03 15:23:16.223 | INFO     | __main__:process_message:121 - Message received from author: Alice
2025-02-03 15:23:16.223 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 6, 'Charlie': 3, 'Bob': 4, 'Eve': 2}
2025-02-03 15:23:16.277 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a movie! It was boring.", "author": "Alice"}

2025-02-03 15:23:18.768 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was boring.', 'author': 'Eve'}
2025-02-03 15:23:18.782 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a movie! It was boring.', 'author': 'Eve'}
2025-02-03 15:23:18.783 | INFO     | __main__:process_message:121 - Message received from author: Eve
2025-02-03 15:23:18.783 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 6, 'Charlie': 3, 'Bob': 4, 'Eve': 3}
2025-02-03 15:23:21.770 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was weird.', 'author': 'Eve'}
2025-02-03 15:23:22.918 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a movie! It was boring.", "author": "Eve"}

2025-02-03 15:23:22.919 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just tried a story! It was weird.', 'author': 'Eve'}
2025-02-03 15:23:22.919 | INFO     | __main__:process_message:121 - Message received from author: Eve
2025-02-03 15:23:22.919 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 6, 'Charlie': 3, 'Bob': 4, 'Eve': 4}
2025-02-03 15:23:22.962 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just tried a story! It was weird.", "author": "Eve"}

2025-02-03 15:23:24.771 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was funny.', 'author': 'Eve'}
2025-02-03 15:23:24.968 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a meme! It was funny.', 'author': 'Eve'}
2025-02-03 15:23:24.969 | INFO     | __main__:process_message:121 - Message received from author: Eve
2025-02-03 15:23:24.970 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 6, 'Charlie': 3, 'Bob': 4, 'Eve': 5}
2025-02-03 15:23:25.013 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a meme! It was funny.", "author": "Eve"}

2025-02-03 15:23:27.772 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was weird.', 'author': 'Bob'}
2025-02-03 15:23:28.018 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found a trick! It was weird.', 'author': 'Bob'}
2025-02-03 15:23:28.018 | INFO     | __main__:process_message:121 - Message received from author: Bob
2025-02-03 15:23:28.018 | INFO     | __main__:process_message:127 - Updated author counts: {'Alice': 6, 'Charlie': 3, 'Bob': 5, 'Eve': 5}
2025-02-03 15:23:28.064 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found a trick! It was weird.", "author": "Bob"}

2025-02-03 15:23:29.717 | INFO     | __main__:main:186 - Consumer interrupted by user.
2025-02-03 15:23:30.774 | INFO     | __main__:main:134 - {'message': 'I just shared an app! It was exciting.', 'author': 'Bob'}
2025-02-03 15:23:33.775 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was funny.', 'author': 'Eve'}
2025-02-03 15:23:34.599 | WARNING  | __main__:main:139 - Producer interrupted by user.
2025-02-03 15:23:34.599 | INFO     | __main__:main:143 - Producer shutting down.
